XAUUSD_D1_2020-01-01_2026-04-06 | 1615 bars | 2026-04-08 01:54 BJT
时间(BJT)|开|高|低|收
2020-02-25|1658.93|1663.68|1625.34|1634.89
2020-02-26|1635.18|1655.00|1624.97|1640.82
2020-02-27|1640.95|1660.35|1635.24|1644.41
2020-02-28|1644.12|1649.49|1562.95|1584.77
2020-03-02|1591.60|1610.98|1575.39|1589.54
2020-03-03|1585.13|1649.33|1584.81|1640.76
2020-03-04|1639.85|1652.66|1631.87|1636.89
2020-03-05|1637.50|1674.64|1635.02|1672.27
2020-03-06|1672.41|1692.07|1641.88|1674.30
2020-03-09|1698.06|1703.30|1657.48|1679.68
2020-03-10|1671.45|1671.47|1641.73|1649.05
2020-03-11|1653.04|1671.25|1633.04|1635.12
2020-03-12|1634.12|1650.28|1560.74|1577.07
2020-03-13|1578.53|1597.93|1504.53|1529.69
2020-03-16|1563.99|1575.26|1451.19|1514.85
2020-03-17|1511.52|1554.00|1465.59|1528.00
2020-03-18|1527.22|1546.32|1472.76|1485.82
2020-03-19|1485.17|1500.87|1463.86|1472.47
2020-03-20|1470.42|1516.04|1454.74|1498.56
2020-03-23|1502.61|1561.38|1482.36|1553.08
2020-03-24|1554.79|1632.58|1552.50|1625.05
2020-03-25|1630.48|1639.31|1590.46|1616.40
2020-03-26|1614.54|1644.60|1595.47|1625.90
2020-03-27|1627.52|1634.46|1612.78|1618.15
2020-03-30|1616.38|1633.08|1606.88|1622.18
2020-03-31|1621.96|1623.38|1574.29|1575.88
2020-04-01|1575.33|1600.36|1568.07|1590.29
2020-04-02|1585.93|1619.76|1582.91|1612.22
2020-04-03|1607.20|1625.26|1605.84|1615.59
2020-04-06|1615.01|1668.56|1608.74|1659.50
2020-04-07|1660.95|1673.99|1642.36|1646.97
2020-04-08|1643.50|1656.43|1640.43|1644.84
2020-04-09|1642.70|1690.20|1642.70|1681.97
2020-04-13|1685.51|1722.38|1671.67|1713.96
2020-04-14|1709.06|1747.10|1708.66|1726.73
2020-04-15|1726.86|1731.17|1707.56|1716.72
2020-04-16|1709.78|1738.73|1707.62|1717.40
2020-04-17|1708.58|1718.49|1679.46|1681.43
2020-04-20|1682.51|1702.30|1671.00|1694.91
2020-04-21|1694.33|1697.77|1659.60|1685.53
2020-04-22|1681.37|1718.59|1680.30|1713.97
2020-04-23|1713.06|1738.65|1707.01|1730.44
2020-04-24|1730.34|1736.26|1710.32|1726.48
2020-04-27|1726.05|1727.24|1706.04|1713.91
2020-04-28|1713.40|1716.44|1691.72|1708.39
2020-04-29|1708.54|1717.25|1697.82|1712.38
2020-04-30|1711.66|1721.73|1681.38|1686.74
2020-05-01|1684.75|1705.44|1670.30|1699.48
2020-05-04|1697.64|1713.33|1691.58|1700.64
2020-05-05|1701.52|1711.63|1689.84|1705.47
2020-05-06|1705.46|1708.11|1681.95|1685.46
2020-05-07|1681.98|1721.98|1681.44|1715.73
2020-05-08|1715.19|1723.24|1700.97|1701.70
2020-05-11|1701.06|1712.12|1692.11|1697.46
2020-05-12|1696.21|1710.76|1693.72|1702.12
2020-05-13|1701.95|1717.94|1699.06|1716.24
2020-05-14|1715.99|1736.44|1710.93|1730.09
2020-05-15|1729.35|1751.28|1728.57|1742.52
2020-05-18|1743.85|1765.18|1727.36|1732.87
2020-05-19|1730.61|1747.83|1725.82|1744.50
2020-05-20|1745.18|1753.83|1742.50|1747.72
2020-05-21|1747.18|1748.78|1717.12|1726.97
2020-05-22|1722.86|1739.98|1722.86|1735.45
2020-05-25|1732.00|1734.31|1721.65|1727.62
2020-05-26|1727.99|1735.43|1708.80|1710.64
2020-05-27|1708.73|1715.95|1693.67|1709.39
2020-05-28|1710.45|1727.46|1705.06|1717.98
2020-05-29|1717.08|1737.55|1712.64|1730.36
2020-06-01|1735.02|1744.55|1727.16|1739.76
2020-06-02|1738.90|1745.17|1721.30|1727.90
2020-06-03|1724.01|1731.72|1689.44|1698.16
2020-06-04|1698.51|1721.83|1696.68|1714.07
2020-06-05|1713.05|1716.02|1670.69|1684.38
2020-06-08|1683.26|1700.65|1683.21|1697.97
2020-06-09|1697.07|1720.82|1692.23|1714.44
2020-06-10|1713.11|1739.73|1707.87|1738.41
2020-06-11|1737.08|1744.64|1721.54|1726.89
2020-06-12|1727.37|1743.01|1722.24|1730.37
2020-06-15|1728.22|1734.39|1704.25|1724.69
2020-06-16|1724.60|1732.77|1716.79|1726.35
2020-06-17|1725.70|1730.21|1712.62|1726.59
2020-06-18|1725.82|1737.76|1717.51|1722.50
2020-06-19|1720.94|1745.16|1720.94|1742.26
2020-06-22|1752.99|1763.04|1742.78|1754.56
2020-06-23|1753.30|1770.96|1747.34|1767.45
2020-06-24|1767.66|1779.18|1760.59|1761.21
2020-06-25|1759.99|1768.84|1753.83|1763.74
2020-06-26|1763.38|1771.81|1747.43|1769.59
2020-06-29|1775.39|1775.39|1765.56|1772.22
2020-06-30|1771.17|1785.96|1764.66|1780.30
2020-07-01|1780.92|1789.05|1759.13|1770.40
2020-07-02|1768.17|1779.47|1757.41|1775.30
2020-07-03|1775.14|1777.07|1772.55|1774.88
2020-07-06|1773.39|1786.97|1769.97|1784.69
2020-07-07|1783.19|1797.34|1773.49|1795.31
2020-07-08|1794.71|1817.94|1791.45|1808.89
2020-07-09|1808.44|1815.91|1795.53|1803.08
2020-07-10|1801.04|1810.46|1794.04|1798.43
2020-07-13|1797.26|1813.29|1797.26|1802.39
2020-07-14|1802.47|1810.83|1790.63|1809.18
2020-07-15|1807.28|1815.01|1802.53|1810.17
2020-07-16|1810.09|1813.23|1794.90|1796.77
2020-07-17|1796.77|1811.96|1795.79|1809.57
2020-07-20|1808.53|1820.51|1805.68|1817.22
2020-07-21|1817.61|1843.45|1815.83|1841.75
2020-07-22|1839.30|1871.97|1839.30|1871.49
2020-07-23|1871.97|1898.36|1863.67|1887.22
2020-07-24|1886.44|1906.51|1881.31|1901.56
2020-07-27|1901.35|1945.61|1899.59|1941.88
2020-07-28|1941.65|1981.19|1906.62|1959.57
2020-07-29|1955.42|1980.88|1941.43|1970.28
2020-07-30|1969.63|1971.55|1939.51|1955.92
2020-07-31|1955.28|1983.26|1955.02|1974.84
2020-08-03|1978.45|1985.01|1960.49|1976.65
2020-08-04|1976.32|2019.93|1966.92|2019.09
2020-08-05|2018.69|2055.55|2009.47|2037.70
2020-08-06|2038.61|2069.64|2034.49|2063.11
2020-08-07|2063.65|2075.07|2015.51|2033.74
2020-08-10|2033.74|2049.88|2018.88|2027.32
2020-08-11|2027.02|2029.99|1901.30|1911.51
2020-08-12|1911.43|1949.25|1862.58|1916.60
2020-08-13|1912.99|1966.30|1912.79|1953.21
2020-08-14|1952.72|1962.17|1932.16|1943.57
2020-08-17|1946.50|1990.64|1929.48|1985.07
2020-08-18|1984.53|2015.45|1976.03|2001.76
2020-08-19|2002.07|2006.44|1924.68|1929.27
2020-08-20|1928.46|1955.22|1924.82|1946.59
2020-08-21|1946.81|1955.85|1911.46|1938.96
2020-08-24|1940.15|1961.75|1923.69|1928.94
2020-08-25|1928.77|1937.49|1914.25|1927.81
2020-08-26|1931.95|1954.80|1902.76|1953.82
2020-08-27|1954.24|1976.66|1909.98|1928.95
2020-08-28|1929.01|1973.81|1923.12|1964.30
2020-08-31|1965.46|1976.52|1954.23|1967.50
2020-09-01|1967.05|1992.40|1963.07|1970.31
2020-09-02|1969.29|1973.24|1932.59|1942.87
2020-09-03|1942.43|1951.02|1921.78|1930.22
2020-09-04|1931.35|1947.68|1916.40|1933.04
2020-09-07|1929.83|1941.29|1924.29|1928.58
2020-09-08|1929.32|1940.87|1906.43|1931.48
2020-09-09|1932.20|1950.85|1920.03|1946.54
2020-09-10|1946.37|1966.53|1941.39|1946.02
2020-09-11|1944.86|1954.75|1937.24|1940.28
2020-09-14|1940.41|1962.43|1936.50|1956.45
2020-09-15|1956.79|1972.13|1948.48|1954.12
2020-09-16|1952.84|1973.46|1949.83|1959.39
2020-09-17|1958.95|1960.93|1932.84|1944.13
2020-09-18|1944.07|1960.05|1943.80|1950.46
2020-09-21|1949.44|1955.59|1882.24|1912.53
2020-09-22|1912.35|1920.06|1894.62|1900.08
2020-09-23|1900.11|1905.30|1855.76|1863.31
2020-09-24|1863.17|1877.03|1848.72|1867.83
2020-09-25|1867.95|1875.16|1852.40|1860.05
2020-09-28|1859.00|1883.03|1849.05|1881.56
2020-09-29|1881.18|1899.07|1875.43|1897.25
2020-09-30|1897.52|1902.24|1881.43|1885.40
2020-10-01|1885.44|1911.95|1884.67|1905.98
2020-10-02|1905.16|1917.05|1889.78|1900.56
2020-10-05|1904.80|1918.80|1887.00|1913.44
2020-10-06|1912.66|1920.95|1874.60|1877.88
2020-10-07|1878.56|1898.04|1872.85|1887.65
2020-10-08|1886.94|1900.70|1881.93|1893.56
2020-10-09|1893.53|1930.45|1893.53|1929.84
2020-10-12|1928.73|1933.17|1918.26|1922.49
2020-10-13|1922.68|1925.42|1886.49|1890.97
2020-10-14|1891.67|1912.92|1882.49|1901.28
2020-10-15|1901.63|1908.99|1889.68|1908.25
2020-10-16|1908.32|1913.91|1897.78|1898.71
2020-10-19|1899.66|1918.46|1896.99|1904.14
2020-10-20|1903.34|1914.09|1894.61|1907.00
2020-10-21|1907.97|1931.37|1907.97|1924.57
2020-10-22|1924.30|1925.99|1894.54|1903.77
2020-10-23|1903.79|1914.18|1894.28|1901.47
2020-10-26|1902.62|1908.60|1891.23|1902.18
2020-10-27|1901.75|1911.34|1897.81|1907.56
2020-10-28|1907.88|1910.82|1869.24|1877.35
2020-10-29|1876.70|1884.95|1859.94|1867.71
2020-10-30|1866.70|1889.79|1864.50|1878.32
2020-11-02|1877.00|1896.02|1873.43|1895.66
2020-11-03|1895.35|1910.55|1886.94|1909.55
2020-11-04|1908.83|1916.41|1881.76|1902.98
2020-11-05|1903.03|1952.74|1902.18|1949.44
2020-11-06|1948.37|1960.35|1935.58|1951.83
2020-11-09|1954.97|1965.48|1850.52|1862.12
2020-11-10|1863.70|1890.43|1860.34|1877.23
2020-11-11|1876.30|1884.45|1856.46|1865.24
2020-11-12|1865.44|1883.80|1862.68|1876.84
2020-11-13|1881.75|1896.79|1874.02|1889.29
2020-11-16|1889.86|1899.09|1864.48|1888.81
2020-11-17|1889.22|1893.48|1876.88|1880.19
2020-11-18|1871.84|1884.80|1863.74|1872.29
2020-11-19|1873.65|1874.06|1852.72|1866.04
2020-11-20|1865.56|1879.75|1860.90|1870.93
2020-11-23|1870.60|1876.11|1830.97|1837.82
2020-11-24|1837.87|1839.02|1800.42|1807.36
2020-11-25|1807.35|1817.72|1801.61|1807.73
2020-11-26|1807.69|1818.24|1805.77|1810.24
2020-11-27|1810.35|1813.78|1774.32|1786.82
2020-11-30|1786.12|1789.87|1764.40|1776.70
2020-12-01|1776.57|1817.28|1775.74|1815.01
2020-12-02|1815.14|1832.38|1807.45|1830.48
2020-12-03|1830.20|1843.95|1823.74|1840.89
2020-12-04|1840.00|1848.16|1829.21|1838.56
2020-12-07|1836.85|1868.59|1822.11|1862.17
2020-12-08|1861.59|1875.27|1860.27|1870.22
2020-12-09|1869.67|1870.81|1825.47|1839.85
2020-12-10|1839.35|1850.11|1828.72|1836.62
2020-12-11|1836.07|1847.67|1824.05|1839.77
2020-12-14|1840.69|1841.22|1819.20|1826.97
2020-12-15|1827.14|1855.36|1825.51|1853.24
2020-12-16|1853.61|1865.72|1844.78|1864.52
2020-12-17|1863.90|1896.22|1861.99|1885.39
2020-12-18|1885.36|1889.63|1877.45|1880.61
2020-12-21|1885.55|1906.72|1855.07|1876.41
2020-12-22|1875.93|1884.26|1858.91|1859.91
2020-12-23|1859.70|1878.51|1857.06|1873.13
2020-12-24|1872.26|1883.32|1869.54|1878.59
2020-12-28|1882.38|1900.21|1869.10|1873.43
2020-12-29|1872.84|1886.40|1871.71|1878.24
2020-12-30|1877.32|1894.48|1876.07|1894.44
2020-12-31|1894.07|1900.96|1885.43|1898.26
2021-01-04|1903.24|1944.41|1901.86|1942.82
2021-01-05|1939.83|1953.00|1934.30|1949.97
2021-01-06|1949.49|1959.30|1900.90|1918.77
2021-01-07|1918.50|1927.68|1906.90|1913.54
2021-01-08|1913.45|1917.48|1828.28|1849.04
2021-01-11|1848.09|1856.79|1817.08|1843.35
2021-01-12|1844.60|1863.69|1836.86|1854.61
2021-01-13|1854.50|1863.02|1841.88|1844.95
2021-01-14|1845.52|1857.53|1828.43|1846.05
2021-01-15|1845.52|1856.93|1823.36|1827.65
2021-01-18|1828.30|1840.76|1801.31|1837.60
2021-01-19|1837.52|1845.46|1833.06|1839.99
2021-01-20|1839.66|1871.67|1832.61|1871.37
2021-01-21|1870.14|1875.10|1858.36|1869.58
2021-01-22|1869.84|1870.79|1837.32|1854.68
2021-01-25|1854.01|1867.86|1847.13|1855.91
2021-01-26|1855.11|1861.72|1848.37|1850.65
2021-01-27|1850.62|1853.15|1831.31|1844.05
2021-01-28|1843.61|1864.02|1833.99|1842.52
2021-01-29|1841.65|1875.63|1839.52|1847.40
2021-02-01|1863.14|1871.76|1849.11|1860.56
2021-02-02|1860.04|1864.09|1829.52|1838.02
2021-02-03|1837.27|1844.95|1829.75|1834.05
2021-02-04|1832.99|1834.76|1785.06|1793.92
2021-02-05|1794.11|1815.16|1792.08|1813.36
2021-02-08|1816.59|1839.13|1807.79|1830.50
2021-02-09|1836.49|1848.60|1828.89|1838.50
2021-02-10|1837.29|1855.37|1834.06|1843.24
2021-02-11|1842.56|1847.55|1821.12|1825.51
2021-02-12|1824.63|1830.75|1810.47|1824.12
2021-02-15|1824.67|1827.02|1816.05|1818.32
2021-02-16|1818.42|1826.41|1789.45|1794.34
2021-02-17|1793.37|1795.11|1769.59|1776.23
2021-02-18|1776.31|1789.66|1768.44|1775.76
2021-02-19|1775.89|1791.62|1760.64|1783.05
2021-02-22|1782.19|1812.65|1780.69|1809.66
2021-02-23|1809.34|1816.02|1795.62|1805.50
2021-02-24|1804.86|1813.83|1783.56|1804.81
2021-02-25|1804.69|1805.34|1765.49|1769.98
2021-02-26|1771.12|1775.80|1717.26|1733.89
2021-03-01|1733.46|1759.94|1719.65|1724.58
2021-03-02|1724.19|1739.18|1707.25|1738.18
2021-03-03|1737.31|1740.51|1701.95|1710.90
2021-03-04|1709.66|1723.21|1690.52|1697.75
2021-03-05|1697.36|1707.67|1687.38|1700.75
2021-03-08|1702.51|1714.31|1676.83|1683.47
2021-03-09|1681.51|1720.64|1680.14|1715.73
2021-03-10|1715.60|1726.78|1708.21|1726.65
2021-03-11|1725.80|1739.88|1719.27|1722.51
2021-03-12|1721.73|1727.97|1699.18|1726.87
2021-03-15|1726.41|1734.54|1721.68|1731.68
2021-03-16|1732.03|1741.14|1726.15|1731.52
2021-03-17|1731.21|1751.66|1724.27|1745.15
2021-03-18|1743.92|1755.52|1719.21|1736.46
2021-03-19|1734.53|1746.69|1728.49|1745.09
2021-03-22|1745.55|1746.88|1727.38|1738.82
2021-03-23|1737.93|1742.57|1724.68|1726.96
2021-03-24|1726.48|1738.41|1723.78|1734.13
2021-03-25|1733.20|1745.46|1721.73|1726.54
2021-03-26|1726.94|1736.74|1721.62|1732.69
2021-03-29|1731.23|1733.08|1705.74|1711.87
2021-03-30|1712.16|1714.36|1678.83|1684.84
2021-03-31|1684.51|1715.26|1677.88|1707.35
2021-04-01|1707.30|1730.45|1705.77|1729.83
2021-04-05|1728.34|1733.55|1721.57|1728.20
2021-04-06|1727.66|1745.48|1727.18|1743.36
2021-04-07|1742.10|1744.35|1730.62|1737.57
2021-04-08|1737.00|1758.67|1733.14|1755.39
2021-04-09|1754.98|1757.33|1731.17|1743.46
2021-04-12|1743.35|1745.02|1727.38|1732.77
2021-04-13|1731.73|1748.91|1723.72|1745.25
2021-04-14|1744.66|1749.37|1732.61|1736.29
2021-04-15|1735.82|1769.62|1734.39|1763.51
2021-04-16|1763.37|1783.88|1759.77|1776.75
2021-04-19|1776.34|1790.05|1766.76|1771.40
2021-04-20|1769.72|1780.43|1763.66|1778.71
2021-04-21|1778.15|1797.63|1776.27|1793.61
2021-04-22|1793.06|1797.85|1777.39|1784.03
2021-04-23|1783.44|1795.89|1769.97|1776.39
2021-04-26|1775.59|1783.50|1768.75|1781.25
2021-04-27|1780.05|1785.54|1773.70|1776.55
2021-04-28|1775.78|1782.51|1762.70|1781.62
2021-04-29|1781.21|1789.95|1756.14|1771.89
2021-04-30|1771.71|1773.67|1764.24|1768.89
2021-05-03|1768.42|1797.90|1766.04|1792.93
2021-05-04|1792.28|1799.00|1770.92|1778.70
2021-05-05|1778.15|1787.96|1770.31|1786.82
2021-05-06|1786.28|1818.10|1781.98|1814.89
2021-05-07|1814.19|1843.28|1812.85|1830.80
2021-05-10|1832.70|1845.37|1830.01|1835.64
2021-05-11|1835.41|1841.78|1818.03|1837.34
2021-05-12|1836.62|1843.67|1813.24|1815.44
2021-05-13|1815.16|1828.74|1808.79|1826.39
2021-05-14|1825.56|1846.05|1819.69|1842.51
2021-05-17|1842.38|1868.47|1840.59|1866.76
2021-05-18|1865.57|1874.97|1863.19|1869.45
2021-05-19|1869.29|1889.99|1852.20|1869.28
2021-05-20|1869.53|1883.89|1863.86|1876.99
2021-05-21|1876.91|1889.36|1870.10|1881.67
2021-05-24|1881.29|1887.05|1875.19|1880.69
2021-05-25|1880.42|1900.24|1872.69|1899.07
2021-05-26|1898.74|1912.73|1890.69|1896.57
2021-05-27|1896.14|1903.64|1888.17|1896.42
2021-05-28|1896.52|1905.90|1882.30|1903.13
2021-05-31|1902.31|1910.63|1901.90|1906.68
2021-06-01|1906.40|1916.57|1892.38|1900.28
2021-06-02|1900.06|1909.10|1894.38|1908.24
2021-06-03|1908.07|1909.61|1865.30|1870.53
2021-06-04|1871.14|1896.19|1855.95|1891.48
2021-06-07|1889.91|1900.09|1881.49|1898.92
2021-06-08|1898.97|1903.71|1883.72|1892.82
2021-06-09|1891.35|1899.01|1887.29|1888.49
2021-06-10|1888.31|1899.82|1869.96|1898.32
2021-06-11|1897.99|1902.98|1874.40|1876.08
2021-06-14|1876.46|1877.69|1844.68|1866.04
2021-06-15|1865.72|1869.17|1851.57|1858.67
2021-06-16|1858.42|1862.95|1803.34|1811.83
2021-06-17|1811.29|1825.29|1767.28|1773.05
2021-06-18|1772.27|1797.22|1760.94|1764.27
2021-06-21|1767.92|1786.50|1766.49|1782.92
2021-06-22|1782.04|1790.12|1772.45|1778.73
2021-06-23|1779.22|1794.95|1773.21|1778.95
2021-06-24|1778.17|1788.04|1772.80|1774.82
2021-06-25|1775.88|1790.35|1773.69|1780.84
2021-06-28|1781.31|1785.70|1770.65|1778.07
2021-06-29|1778.25|1778.95|1750.66|1761.05
2021-06-30|1761.71|1774.37|1753.34|1770.39
2021-07-01|1769.89|1782.85|1765.62|1776.71
2021-07-02|1776.86|1795.05|1774.35|1787.52
2021-07-05|1787.50|1794.42|1784.46|1790.92
2021-07-06|1791.11|1815.02|1790.07|1797.10
2021-07-07|1796.45|1809.80|1793.91|1803.64
2021-07-08|1803.54|1818.39|1794.46|1802.32
2021-07-09|1802.76|1812.37|1796.70|1807.84
2021-07-12|1807.53|1810.86|1791.61|1806.07
2021-07-13|1806.17|1817.22|1798.68|1807.55
2021-07-14|1807.71|1829.86|1804.51|1827.35
2021-07-15|1827.02|1834.17|1820.25|1829.44
2021-07-16|1829.42|1832.03|1808.97|1811.30
2021-07-19|1811.29|1817.33|1795.02|1812.71
2021-07-20|1812.75|1825.05|1805.06|1810.28
2021-07-21|1809.89|1813.72|1794.75|1803.35
2021-07-22|1803.69|1808.03|1792.74|1806.55
2021-07-23|1807.20|1810.33|1789.60|1801.89
2021-07-26|1802.15|1811.54|1796.39|1797.45
2021-07-27|1797.79|1805.29|1793.61|1798.82
2021-07-28|1799.16|1809.89|1792.51|1806.98
2021-07-29|1806.71|1832.70|1806.71|1827.95
2021-07-30|1828.38|1831.43|1810.23|1814.28
2021-08-02|1813.42|1819.51|1805.81|1813.44
2021-08-03|1812.91|1815.08|1807.12|1810.30
2021-08-04|1810.27|1831.72|1806.48|1811.83
2021-08-05|1811.94|1814.90|1797.78|1804.02
2021-08-06|1804.48|1804.80|1758.73|1763.15
2021-08-09|1762.54|1764.17|1678.93|1729.51
2021-08-10|1729.99|1738.29|1717.74|1729.16
2021-08-11|1729.24|1754.49|1724.06|1751.50
2021-08-12|1751.26|1758.15|1741.61|1752.54
2021-08-13|1752.99|1779.87|1751.75|1779.65
2021-08-16|1779.74|1789.29|1770.82|1787.05
2021-08-17|1787.19|1795.56|1780.59|1785.96
2021-08-18|1785.78|1793.84|1777.35|1787.55
2021-08-19|1787.40|1792.48|1774.42|1779.74
2021-08-20|1779.58|1788.42|1778.35|1780.94
2021-08-23|1780.49|1806.45|1776.45|1805.46
2021-08-24|1805.16|1809.60|1800.72|1803.01
2021-08-25|1802.89|1803.08|1782.59|1790.47
2021-08-26|1790.31|1798.18|1780.04|1791.96
2021-08-27|1792.80|1819.28|1787.76|1817.72
2021-08-30|1818.28|1823.23|1807.72|1810.26
2021-08-31|1809.69|1819.16|1801.67|1813.59
2021-09-01|1813.05|1820.04|1808.60|1814.10
2021-09-02|1813.34|1817.14|1804.85|1809.45
2021-09-03|1808.94|1833.99|1808.94|1827.48
2021-09-06|1828.04|1828.54|1821.35|1823.24
2021-09-07|1823.56|1827.23|1792.42|1794.29
2021-09-08|1794.39|1802.23|1782.33|1789.30
2021-09-09|1789.76|1800.97|1783.79|1794.16
2021-09-10|1793.82|1803.89|1787.16|1787.71
2021-09-13|1788.28|1798.33|1783.67|1793.33
2021-09-14|1793.16|1808.67|1781.08|1804.61
2021-09-15|1804.18|1806.88|1790.72|1793.55
2021-09-16|1793.93|1796.17|1745.32|1753.33
2021-09-17|1753.17|1767.50|1747.36|1753.83
2021-09-20|1752.93|1767.09|1742.12|1764.12
2021-09-21|1764.33|1781.71|1757.93|1774.18
2021-09-22|1774.58|1787.28|1764.67|1767.96
2021-09-23|1768.23|1776.59|1737.87|1742.36
2021-09-24|1744.05|1757.62|1740.46|1749.71
2021-09-27|1747.95|1760.82|1744.85|1750.11
2021-09-28|1750.09|1754.44|1728.10|1733.89
2021-09-29|1733.78|1745.51|1721.61|1726.40
2021-09-30|1726.74|1764.24|1722.22|1756.97
2021-10-01|1756.35|1764.30|1749.76|1760.10
2021-10-04|1760.38|1770.60|1747.72|1769.30
2021-10-05|1769.41|1769.44|1748.61|1759.79
2021-10-06|1759.73|1765.14|1745.93|1762.56
2021-10-07|1762.88|1766.95|1751.92|1755.10
2021-10-08|1755.90|1781.38|1753.33|1757.07
2021-10-11|1756.83|1760.97|1750.16|1754.29
2021-10-12|1753.78|1769.34|1750.73|1759.96
2021-10-13|1759.92|1796.19|1757.95|1792.99
2021-10-14|1792.48|1800.58|1786.67|1795.86
2021-10-15|1795.61|1796.46|1764.80|1767.31
2021-10-18|1766.46|1772.11|1760.26|1764.68
2021-10-19|1764.91|1785.08|1762.86|1769.41
2021-10-20|1768.97|1788.42|1766.79|1781.96
2021-10-21|1782.15|1789.50|1776.47|1782.89
2021-10-22|1783.25|1813.82|1782.91|1792.57
2021-10-25|1792.59|1810.05|1792.10|1807.57
2021-10-26|1807.33|1808.31|1782.36|1792.68
2021-10-27|1792.88|1799.09|1783.47|1796.83
2021-10-28|1796.35|1810.45|1792.33|1798.77
2021-10-29|1799.43|1801.14|1771.94|1782.83
2021-11-01|1782.23|1795.80|1779.09|1793.15
2021-11-02|1792.98|1796.42|1786.40|1787.93
2021-11-03|1787.55|1788.21|1758.82|1769.59
2021-11-04|1770.31|1798.94|1770.31|1791.60
2021-11-05|1790.88|1818.24|1785.09|1817.83
2021-11-08|1816.69|1826.41|1812.48|1823.81
2021-11-09|1824.92|1832.74|1819.15|1831.80
2021-11-10|1831.98|1868.54|1822.36|1849.15
2021-11-11|1849.37|1865.99|1842.97|1861.77
2021-11-12|1861.75|1868.71|1845.29|1864.14
2021-11-15|1867.72|1870.52|1856.31|1862.70
2021-11-16|1862.88|1877.09|1849.65|1850.46
2021-11-17|1849.07|1868.06|1848.54|1867.26
2021-11-18|1866.15|1870.91|1855.08|1858.81
2021-11-19|1858.19|1865.78|1843.05|1845.58
2021-11-22|1844.62|1849.08|1802.28|1804.59
2021-11-23|1806.63|1812.46|1782.01|1788.95
2021-11-24|1789.08|1796.36|1778.52|1788.47
2021-11-25|1788.69|1795.07|1786.02|1788.20
2021-11-26|1789.97|1815.54|1780.49|1791.40
2021-11-29|1784.53|1799.37|1778.20|1784.55
2021-11-30|1784.05|1808.74|1769.88|1774.78
2021-12-01|1774.39|1794.51|1772.17|1781.76
2021-12-02|1780.86|1783.35|1761.84|1768.16
2021-12-03|1768.05|1786.09|1766.13|1783.80
2021-12-06|1783.71|1787.84|1775.80|1778.31
2021-12-07|1778.27|1787.80|1772.22|1784.05
2021-12-08|1784.38|1793.10|1779.63|1783.05
2021-12-09|1782.83|1787.64|1773.59|1775.08
2021-12-10|1775.63|1789.44|1770.13|1782.76
2021-12-13|1782.06|1791.56|1781.16|1786.55
2021-12-14|1785.55|1789.55|1766.47|1770.50
2021-12-15|1770.69|1780.84|1752.95|1776.98
2021-12-16|1777.31|1799.63|1775.58|1799.12
2021-12-17|1798.77|1814.25|1795.75|1797.96
2021-12-20|1797.95|1804.11|1788.31|1790.81
2021-12-21|1790.87|1800.44|1784.89|1788.86
2021-12-22|1788.89|1805.09|1785.86|1803.47
2021-12-23|1803.85|1810.74|1798.91|1808.43
