XAUUSD M30 | 1999 bars | 2026-04-08 01:51 BJT
时间(BJT)|开|高|低|收
02-19 08:30|4967.39|4973.11|4960.67|4961.46
02-19 09:00|4961.21|4968.57|4960.73|4964.07
02-19 09:30|4964.06|4975.56|4961.85|4973.16
02-19 10:00|4973.10|4977.54|4965.70|4972.72
02-19 10:30|4972.91|4973.33|4967.38|4968.30
02-19 11:00|4968.07|4971.88|4966.25|4969.45
02-19 11:30|4969.46|4983.36|4969.46|4981.67
02-19 12:00|4981.66|4984.71|4978.37|4979.63
02-19 12:30|4979.55|4985.50|4976.75|4984.13
02-19 13:00|4984.37|4993.35|4984.32|4989.16
02-19 13:30|4989.17|4998.78|4988.73|4996.92
02-19 14:00|4997.16|5002.33|4996.51|5001.29
02-19 14:30|5001.10|5019.94|5000.91|5018.16
02-19 15:00|5018.15|5021.76|5014.78|5017.76
02-19 15:30|5017.88|5020.18|5009.07|5010.21
02-19 16:00|5010.15|5015.07|5006.35|5014.94
02-19 16:30|5014.91|5022.03|5010.26|5017.00
02-19 17:00|5017.27|5020.32|4999.80|5000.39
02-19 17:30|5000.36|5005.72|4993.11|4995.88
02-19 18:00|4995.87|4996.25|4983.35|4986.97
02-19 18:30|4987.01|4995.42|4981.54|4993.24
02-19 19:00|4993.18|4996.47|4978.00|4984.53
02-19 19:30|4984.90|4987.17|4978.13|4984.53
02-19 20:00|4985.10|4992.08|4980.32|4992.00
02-19 20:30|4992.16|4992.90|4980.71|4984.95
02-19 21:00|4985.03|4987.52|4974.48|4983.30
02-19 21:30|4983.01|4998.51|4973.44|4997.18
02-19 22:00|4997.17|4997.17|4972.21|4978.16
02-19 22:30|4978.17|5010.48|4963.54|5005.49
02-19 23:00|5005.60|5016.45|4995.96|5015.98
02-19 23:30|5016.34|5022.28|5006.58|5013.89
02-20 00:00|5013.88|5014.36|4991.59|4998.61
02-20 00:30|4999.19|5008.93|4990.23|4995.07
02-20 01:00|4994.98|5001.79|4992.08|4993.92
02-20 01:30|4994.07|4996.17|4982.78|4985.06
02-20 02:00|4985.07|4989.42|4976.15|4977.98
02-20 02:30|4977.90|4984.51|4975.34|4981.57
02-20 03:00|4981.58|4990.37|4980.52|4989.43
02-20 03:30|4989.44|4989.90|4978.23|4988.02
02-20 04:00|4987.98|4997.02|4987.75|4995.73
02-20 04:30|4995.54|5003.25|4994.89|5001.93
02-20 05:00|5001.82|5004.12|4991.98|4994.13
02-20 05:30|4994.08|5000.00|4993.12|4996.14
02-20 07:00|5003.18|5008.18|4993.32|4997.22
02-20 07:30|4997.27|5001.49|4985.72|4987.85
02-20 08:00|4987.83|4996.17|4985.40|4990.63
02-20 08:30|4990.71|5006.84|4986.90|5006.32
02-20 09:00|5006.31|5014.81|4995.88|4999.63
02-20 09:30|4999.37|5003.76|4995.26|4997.12
02-20 10:00|4997.11|5007.29|4992.64|4997.48
02-20 10:30|4997.49|5003.55|4992.92|4996.27
02-20 11:00|4996.21|4998.44|4989.75|4992.17
02-20 11:30|4992.46|4999.29|4981.58|4987.39
02-20 12:00|4988.19|4994.78|4986.74|4994.33
02-20 12:30|4994.36|5003.16|4993.45|4999.83
02-20 13:00|4999.83|5005.98|4998.70|5001.68
02-20 13:30|5001.66|5011.99|4997.89|5011.99
02-20 14:00|5012.11|5029.09|5011.72|5022.28
02-20 14:30|5022.29|5030.01|5020.03|5020.52
02-20 15:00|5020.52|5028.24|5009.63|5015.40
02-20 15:30|5015.45|5018.11|5005.99|5006.10
02-20 16:00|5006.59|5019.96|5004.86|5018.47
02-20 16:30|5018.59|5030.55|5017.60|5029.05
02-20 17:00|5029.00|5042.37|5027.95|5034.18
02-20 17:30|5034.23|5035.83|5027.37|5027.53
02-20 18:00|5027.65|5031.03|5019.61|5026.35
02-20 18:30|5026.33|5038.50|5025.77|5034.60
02-20 19:00|5034.55|5034.90|5025.81|5028.89
02-20 19:30|5028.88|5033.51|5015.39|5017.29
02-20 20:00|5017.25|5023.85|5011.50|5011.93
02-20 20:30|5012.20|5026.59|5007.17|5025.08
02-20 21:00|5025.15|5032.02|5023.54|5028.70
02-20 21:30|5028.74|5048.62|5018.14|5043.66
02-20 22:00|5043.80|5047.46|5037.09|5041.34
02-20 22:30|5041.39|5060.50|5037.79|5054.61
02-20 23:00|5054.81|5064.12|4989.40|5025.69
02-20 23:30|5025.59|5052.59|5017.09|5042.76
02-21 00:00|5042.58|5056.52|5038.73|5053.73
02-21 00:30|5053.96|5069.20|5052.73|5066.45
02-21 01:00|5066.28|5073.49|5054.71|5064.13
02-21 01:30|5064.42|5076.36|5061.96|5072.87
02-21 02:00|5072.80|5073.64|5054.26|5058.63
02-21 02:30|5058.59|5075.02|5057.86|5071.04
02-21 03:00|5071.05|5075.54|5068.83|5069.73
02-21 03:30|5069.77|5079.87|5069.77|5079.52
02-21 04:00|5079.51|5086.44|5076.87|5084.86
02-21 04:30|5084.53|5098.13|5082.68|5096.95
02-21 05:00|5096.90|5098.98|5091.72|5097.77
02-21 05:30|5097.91|5106.88|5097.41|5103.76
02-23 07:00|5109.06|5150.93|5107.83|5146.45
02-23 07:30|5146.35|5172.02|5144.37|5165.19
02-23 08:00|5165.18|5166.72|5129.35|5153.34
02-23 08:30|5153.89|5160.79|5135.06|5144.66
02-23 09:00|5145.33|5159.42|5140.25|5159.00
02-23 09:30|5159.01|5167.75|5155.29|5157.38
02-23 10:00|5157.40|5167.23|5156.53|5161.09
02-23 10:30|5161.09|5176.67|5160.93|5173.44
02-23 11:00|5173.42|5175.95|5152.71|5164.21
02-23 11:30|5164.33|5171.27|5164.33|5166.65
02-23 12:00|5166.64|5168.85|5155.34|5160.02
02-23 12:30|5159.98|5163.52|5155.85|5160.68
02-23 13:00|5160.82|5161.83|5152.32|5157.83
02-23 13:30|5157.59|5159.88|5153.38|5158.38
02-23 14:00|5158.38|5161.33|5152.29|5152.76
02-23 14:30|5152.52|5157.03|5144.94|5145.60
02-23 15:00|5145.54|5154.45|5125.27|5136.43
02-23 15:30|5136.54|5139.33|5124.96|5136.84
02-23 16:00|5136.72|5139.61|5122.42|5124.91
02-23 16:30|5124.93|5142.16|5122.42|5140.21
02-23 17:00|5140.18|5149.45|5139.44|5149.06
02-23 17:30|5149.04|5150.15|5142.94|5149.42
02-23 18:00|5149.49|5156.44|5146.35|5156.09
02-23 18:30|5156.04|5163.56|5144.97|5162.71
02-23 19:00|5162.73|5163.51|5146.82|5150.50
02-23 19:30|5150.59|5154.77|5147.74|5149.59
02-23 20:00|5149.58|5154.49|5145.48|5149.97
02-23 20:30|5150.03|5165.48|5149.74|5163.92
02-23 21:00|5163.95|5165.21|5143.44|5149.77
02-23 21:30|5149.96|5154.06|5145.68|5146.18
02-23 22:00|5146.17|5165.58|5141.23|5165.20
02-23 22:30|5165.09|5200.38|5164.91|5192.46
02-23 23:00|5192.27|5203.79|5180.94|5197.62
02-23 23:30|5197.64|5205.05|5186.53|5196.32
02-24 00:00|5196.21|5219.04|5175.75|5214.69
02-24 00:30|5215.07|5217.97|5206.51|5209.92
02-24 01:00|5209.93|5213.48|5199.59|5210.15
02-24 01:30|5210.33|5211.17|5191.28|5207.84
02-24 02:00|5207.98|5215.88|5201.05|5205.94
02-24 02:30|5205.99|5213.57|5205.52|5209.69
02-24 03:00|5209.61|5215.06|5206.63|5209.30
02-24 03:30|5209.50|5218.31|5208.00|5215.75
02-24 04:00|5215.73|5226.11|5215.25|5225.12
02-24 04:30|5224.57|5237.62|5224.56|5236.26
02-24 05:00|5236.20|5237.39|5229.02|5229.99
02-24 05:30|5229.26|5232.91|5226.35|5227.61
02-24 07:00|5230.95|5249.73|5230.95|5236.84
02-24 07:30|5236.47|5247.21|5234.50|5235.75
02-24 08:00|5235.71|5238.25|5217.67|5226.63
02-24 08:30|5227.25|5232.38|5220.94|5223.93
02-24 09:00|5223.95|5223.95|5145.20|5164.86
02-24 09:30|5165.34|5179.39|5161.52|5177.13
02-24 10:00|5177.23|5181.79|5165.49|5173.03
02-24 10:30|5173.27|5190.95|5172.66|5190.05
02-24 11:00|5190.03|5191.83|5181.99|5182.82
02-24 11:30|5183.38|5188.81|5170.96|5171.93
02-24 12:00|5171.90|5175.09|5161.00|5172.17
02-24 12:30|5171.96|5173.42|5163.30|5168.32
02-24 13:00|5167.69|5175.43|5164.11|5167.31
02-24 13:30|5167.68|5185.68|5164.43|5182.72
02-24 14:00|5182.74|5184.77|5166.97|5168.96
02-24 14:30|5168.82|5175.18|5156.50|5173.41
02-24 15:00|5173.37|5183.10|5163.96|5183.10
02-24 15:30|5183.11|5183.80|5174.65|5179.46
02-24 16:00|5179.44|5179.56|5165.07|5170.48
02-24 16:30|5169.77|5181.90|5168.90|5173.70
02-24 17:00|5173.64|5180.33|5167.69|5168.42
02-24 17:30|5168.57|5173.77|5166.53|5171.52
02-24 18:00|5171.51|5181.24|5170.96|5175.78
02-24 18:30|5175.99|5176.77|5163.20|5172.94
02-24 19:00|5172.93|5177.04|5170.88|5174.87
02-24 19:30|5174.86|5178.45|5172.02|5172.73
02-24 20:00|5172.49|5173.50|5146.85|5161.48
02-24 20:30|5161.46|5164.64|5145.13|5150.72
02-24 21:00|5150.72|5161.27|5150.72|5156.39
02-24 21:30|5156.42|5158.73|5110.98|5114.90
02-24 22:00|5114.85|5127.33|5093.44|5115.00
02-24 22:30|5114.32|5139.15|5109.79|5128.50
02-24 23:00|5128.47|5146.42|5118.06|5138.54
02-24 23:30|5137.94|5155.39|5134.27|5150.22
02-25 00:00|5150.50|5152.32|5141.27|5143.49
02-25 00:30|5143.50|5150.83|5130.96|5141.91
02-25 01:00|5141.76|5163.47|5141.61|5158.49
02-25 01:30|5158.48|5163.99|5156.53|5163.68
02-25 02:00|5163.77|5170.14|5155.80|5158.12
02-25 02:30|5158.29|5162.97|5153.73|5160.21
02-25 03:00|5160.19|5160.49|5146.46|5151.42
02-25 03:30|5151.43|5156.86|5148.98|5153.87
02-25 04:00|5154.11|5170.14|5146.77|5168.43
02-25 04:30|5168.60|5173.21|5157.97|5164.20
02-25 05:00|5163.84|5165.73|5153.99|5155.21
02-25 05:30|5155.44|5155.93|5141.00|5143.69
02-25 07:00|5141.52|5141.52|5120.74|5130.73
02-25 07:30|5130.74|5152.20|5129.46|5146.65
02-25 08:00|5146.66|5149.76|5137.24|5139.84
02-25 08:30|5140.40|5156.17|5140.40|5152.19
02-25 09:00|5152.18|5188.34|5144.20|5185.27
02-25 09:30|5184.96|5190.02|5174.74|5176.88
02-25 10:00|5176.86|5193.96|5176.55|5189.57
02-25 10:30|5189.61|5190.48|5166.31|5180.73
02-25 11:00|5180.83|5190.01|5179.24|5186.44
02-25 11:30|5185.54|5188.59|5178.47|5182.07
02-25 12:00|5182.06|5185.28|5172.90|5182.79
02-25 12:30|5182.78|5185.05|5179.84|5182.76
02-25 13:00|5182.87|5196.32|5182.87|5195.24
02-25 13:30|5195.15|5210.59|5192.59|5201.63
02-25 14:00|5201.89|5201.89|5182.17|5189.85
02-25 14:30|5189.65|5194.88|5188.27|5194.88
02-25 15:00|5194.86|5195.19|5182.60|5189.31
02-25 15:30|5189.30|5190.38|5180.35|5184.79
02-25 16:00|5184.81|5194.18|5184.81|5193.32
02-25 16:30|5193.34|5197.35|5184.00|5185.20
02-25 17:00|5185.44|5188.41|5176.56|5186.62
02-25 17:30|5186.73|5194.60|5185.73|5193.20
02-25 18:00|5193.40|5195.13|5172.26|5175.34
02-25 18:30|5175.03|5180.95|5170.15|5175.22
02-25 19:00|5175.19|5175.96|5155.07|5168.59
02-25 19:30|5168.83|5182.59|5166.51|5181.42
02-25 20:00|5181.35|5187.42|5178.27|5183.51
02-25 20:30|5183.49|5186.19|5177.29|5182.91
02-25 21:00|5182.84|5191.50|5181.00|5187.94
02-25 21:30|5187.87|5191.38|5181.85|5185.33
02-25 22:00|5185.32|5191.14|5174.78|5177.66
02-25 22:30|5177.61|5193.47|5159.21|5191.15
02-25 23:00|5191.03|5202.71|5173.77|5180.41
02-25 23:30|5179.72|5198.35|5172.82|5194.68
02-26 00:00|5194.74|5206.21|5189.59|5203.28
02-26 00:30|5202.99|5213.68|5199.04|5212.20
02-26 01:00|5212.19|5217.55|5207.93|5213.23
02-26 01:30|5213.65|5214.59|5203.66|5207.06
02-26 02:00|5207.05|5207.79|5206.53|5206.90
02-26 02:30|5206.85|5207.73|5200.69|5201.80
02-26 03:00|5201.81|5207.85|5191.70|5202.16
02-26 03:30|5202.16|5208.52|5199.42|5205.12
02-26 04:00|5205.11|5206.40|5182.91|5186.17
02-26 04:30|5186.68|5190.56|5145.86|5152.02
02-26 05:00|5152.47|5173.17|5150.42|5168.83
02-26 05:30|5168.82|5173.53|5162.87|5164.94
02-26 07:00|5165.12|5181.90|5163.75|5169.78
02-26 07:30|5169.86|5178.89|5161.06|5162.86
02-26 08:00|5162.95|5185.98|5155.11|5185.17
02-26 08:30|5185.32|5191.86|5181.06|5188.19
02-26 09:00|5188.60|5198.45|5178.99|5180.52
02-26 09:30|5180.46|5194.05|5178.43|5191.60
02-26 10:00|5191.57|5195.63|5180.46|5180.93
02-26 10:30|5181.00|5186.49|5174.26|5184.19
02-26 11:00|5184.16|5193.82|5182.83|5188.41
02-26 11:30|5188.46|5192.81|5184.25|5192.68
02-26 12:00|5192.68|5198.98|5191.39|5194.20
02-26 12:30|5194.21|5195.76|5190.34|5192.76
02-26 13:00|5192.75|5205.51|5190.31|5200.26
02-26 13:30|5200.26|5203.32|5191.35|5198.11
02-26 14:00|5198.35|5199.64|5192.89|5193.75
02-26 14:30|5193.80|5198.23|5190.43|5193.35
02-26 15:00|5193.35|5194.64|5182.22|5185.10
02-26 15:30|5185.22|5189.92|5179.53|5185.88
02-26 16:00|5186.18|5190.87|5175.63|5176.76
02-26 16:30|5176.98|5182.19|5167.49|5179.46
02-26 17:00|5178.83|5182.57|5173.79|5181.25
02-26 17:30|5181.24|5189.51|5179.15|5186.49
02-26 18:00|5186.29|5190.16|5178.72|5179.06
02-26 18:30|5178.45|5179.45|5165.71|5171.17
02-26 19:00|5171.19|5178.40|5169.11|5172.08
02-26 19:30|5172.06|5175.45|5161.01|5164.56
02-26 20:00|5164.69|5179.98|5157.41|5178.30
02-26 20:30|5178.34|5187.85|5177.60|5183.79
02-26 21:00|5183.69|5185.50|5168.18|5174.89
02-26 21:30|5174.96|5177.38|5164.44|5166.39
02-26 22:00|5166.33|5172.35|5160.10|5170.51
02-26 22:30|5170.50|5176.14|5139.88|5165.27
02-26 23:00|5165.07|5172.12|5130.30|5141.70
02-26 23:30|5141.68|5192.74|5140.71|5185.85
02-27 00:00|5185.88|5187.41|5172.73|5180.66
02-27 00:30|5180.45|5186.21|5175.30|5179.78
02-27 01:00|5180.23|5190.45|5173.58|5174.22
02-27 01:30|5174.51|5178.06|5161.93|5167.35
02-27 02:00|5167.37|5178.43|5163.61|5177.12
02-27 02:30|5177.04|5185.81|5160.39|5180.32
02-27 03:00|5180.54|5189.34|5179.64|5185.44
02-27 03:30|5185.50|5194.03|5183.22|5186.91
02-27 04:00|5186.93|5198.01|5186.91|5193.92
02-27 04:30|5193.61|5200.87|5189.40|5196.53
02-27 05:00|5196.48|5200.55|5184.77|5185.87
02-27 05:30|5185.95|5191.13|5183.02|5184.90
02-27 07:00|5188.23|5189.17|5176.33|5183.71
02-27 07:30|5183.88|5189.08|5181.58|5184.69
02-27 08:00|5184.65|5194.92|5179.12|5188.05
02-27 08:30|5188.18|5189.89|5170.11|5174.89
02-27 09:00|5175.13|5179.99|5166.99|5174.97
02-27 09:30|5174.95|5194.39|5172.89|5194.09
02-27 10:00|5194.11|5199.65|5184.09|5184.47
02-27 10:30|5184.46|5186.42|5173.40|5183.72
02-27 11:00|5183.65|5188.13|5181.06|5186.65
02-27 11:30|5186.64|5190.49|5183.31|5184.21
02-27 12:00|5183.94|5188.83|5181.62|5187.08
02-27 12:30|5187.32|5188.66|5180.71|5181.52
02-27 13:00|5181.51|5194.59|5181.27|5194.50
02-27 13:30|5194.47|5200.47|5190.28|5197.95
02-27 14:00|5197.94|5199.17|5192.36|5193.12
02-27 14:30|5193.32|5196.55|5185.01|5185.59
02-27 15:00|5185.58|5189.73|5177.31|5178.54
02-27 15:30|5178.96|5182.90|5175.56|5175.86
02-27 16:00|5175.89|5182.28|5174.22|5177.74
02-27 16:30|5177.67|5182.38|5176.35|5178.76
02-27 17:00|5177.95|5182.16|5174.90|5179.01
02-27 17:30|5179.00|5182.77|5172.11|5175.50
02-27 18:00|5175.43|5180.78|5168.72|5173.45
02-27 18:30|5172.83|5178.69|5169.25|5177.71
02-27 19:00|5177.66|5178.59|5172.55|5177.60
02-27 19:30|5177.74|5185.56|5176.67|5185.52
02-27 20:00|5185.59|5190.35|5185.00|5186.90
02-27 20:30|5186.91|5188.79|5182.94|5187.60
02-27 21:00|5187.54|5240.27|5186.94|5235.15
02-27 21:30|5235.28|5236.09|5207.64|5222.89
02-27 22:00|5222.71|5235.98|5217.18|5231.13
02-27 22:30|5230.09|5233.70|5213.90|5223.91
02-27 23:00|5223.89|5240.23|5214.68|5231.36
02-27 23:30|5231.89|5246.49|5226.90|5239.51
02-28 00:00|5239.34|5257.56|5221.94|5234.38
02-28 00:30|5234.43|5238.43|5228.69|5229.24
02-28 01:00|5229.27|5235.84|5223.52|5229.04
02-28 01:30|5229.11|5236.99|5221.33|5234.53
02-28 02:00|5234.73|5238.37|5222.47|5230.65
02-28 02:30|5230.45|5246.71|5226.70|5245.40
02-28 03:00|5245.39|5252.42|5240.39|5247.94
02-28 03:30|5247.92|5251.46|5243.71|5249.97
02-28 04:00|5249.96|5262.32|5248.46|5257.05
02-28 04:30|5257.12|5265.50|5254.61|5263.21
02-28 05:00|5263.22|5263.93|5257.05|5262.37
02-28 05:30|5262.36|5280.78|5260.48|5279.95
03-02 07:00|5315.78|5373.55|5304.19|5355.19
03-02 07:30|5354.73|5393.03|5353.28|5386.75
03-02 08:00|5386.81|5388.00|5349.42|5364.81
03-02 08:30|5364.80|5373.42|5340.80|5347.23
03-02 09:00|5346.02|5346.90|5303.28|5307.58
03-02 09:30|5307.37|5339.13|5305.17|5324.74
03-02 10:00|5324.64|5336.20|5317.11|5331.49
03-02 10:30|5331.41|5351.49|5328.50|5346.58
03-02 11:00|5346.67|5359.50|5344.48|5355.48
03-02 11:30|5355.68|5366.76|5353.40|5366.18
03-02 12:00|5366.17|5367.12|5355.47|5363.57
03-02 12:30|5363.31|5363.98|5345.99|5356.03
03-02 13:00|5356.02|5356.02|5340.91|5350.56
03-02 13:30|5350.59|5366.08|5349.02|5365.86
03-02 14:00|5366.09|5380.87|5363.48|5380.65
03-02 14:30|5380.71|5389.73|5373.93|5387.58
03-02 15:00|5387.62|5419.15|5384.85|5408.40
03-02 15:30|5408.32|5414.61|5402.24|5408.48
03-02 16:00|5408.47|5416.04|5402.56|5415.60
03-02 16:30|5415.59|5416.81|5391.13|5393.88
03-02 17:00|5394.10|5400.03|5385.83|5394.36
03-02 17:30|5394.34|5402.58|5387.15|5391.92
03-02 18:00|5392.00|5394.51|5378.86|5390.06
03-02 18:30|5390.11|5400.91|5381.33|5389.35
03-02 19:00|5389.34|5397.26|5382.13|5390.27
03-02 19:30|5390.64|5399.92|5374.95|5385.27
03-02 20:00|5385.32|5398.01|5378.84|5394.15
03-02 20:30|5394.26|5398.67|5385.54|5396.82
03-02 21:00|5396.84|5410.16|5382.06|5401.67
03-02 21:30|5401.82|5416.74|5389.38|5394.00
03-02 22:00|5394.04|5395.17|5307.24|5333.12
03-02 22:30|5333.15|5355.44|5306.36|5333.52
03-02 23:00|5328.85|5346.69|5311.27|5330.80
03-02 23:30|5330.76|5348.91|5308.07|5315.94
03-03 00:00|5315.27|5315.27|5260.70|5309.65
03-03 00:30|5309.64|5311.66|5282.24|5290.05
03-03 01:00|5289.41|5312.28|5286.91|5304.38
03-03 01:30|5304.96|5320.42|5297.97|5306.80
03-03 02:00|5307.27|5308.23|5289.37|5297.61
03-03 02:30|5297.78|5316.61|5290.78|5315.58
03-03 03:00|5315.57|5333.13|5313.67|5330.72
03-03 03:30|5330.94|5334.24|5322.73|5330.22
03-03 04:00|5330.23|5346.45|5328.33|5333.39
03-03 04:30|5333.49|5344.76|5331.17|5332.11
03-03 05:00|5332.75|5340.43|5331.40|5332.64
03-03 05:30|5332.39|5332.86|5321.54|5321.97
03-03 07:00|5334.19|5347.24|5329.20|5336.78
03-03 07:30|5336.78|5346.82|5330.03|5346.00
03-03 08:00|5345.98|5358.84|5336.75|5357.90
03-03 08:30|5357.66|5362.09|5346.48|5350.36
03-03 09:00|5350.35|5379.73|5346.98|5377.23
03-03 09:30|5376.99|5378.09|5337.86|5339.31
03-03 10:00|5339.56|5359.50|5333.08|5358.66
03-03 10:30|5358.75|5367.99|5355.37|5366.91
03-03 11:00|5366.92|5373.47|5363.73|5367.31
03-03 11:30|5367.33|5370.57|5359.37|5366.95
03-03 12:00|5367.37|5375.62|5359.17|5371.76
03-03 12:30|5371.77|5375.33|5361.05|5361.05
03-03 13:00|5361.39|5367.14|5352.97|5358.68
03-03 13:30|5358.94|5359.15|5305.41|5319.20
03-03 14:00|5319.43|5323.04|5279.35|5316.54
03-03 14:30|5316.51|5319.28|5290.67|5310.43
03-03 15:00|5310.24|5319.99|5305.93|5313.47
03-03 15:30|5313.48|5331.06|5313.48|5327.77
03-03 16:00|5327.58|5335.99|5310.73|5311.86
03-03 16:30|5312.35|5313.20|5290.33|5295.51
03-03 17:00|5295.52|5303.77|5226.34|5242.75
03-03 17:30|5241.80|5280.80|5240.57|5274.87
03-03 18:00|5274.43|5287.88|5265.83|5276.56
03-03 18:30|5275.85|5276.75|5237.83|5248.22
03-03 19:00|5247.93|5264.02|5112.59|5126.87
03-03 19:30|5126.52|5157.86|5073.83|5144.79
03-03 20:00|5145.33|5208.47|5138.32|5204.31
03-03 20:30|5204.26|5226.70|5188.80|5224.43
03-03 21:00|5224.40|5224.40|5146.23|5177.77
03-03 21:30|5177.83|5186.25|5127.49|5156.79
03-03 22:00|5156.69|5175.50|5124.89|5146.06
03-03 22:30|5144.56|5144.56|5016.44|5038.40
03-03 23:00|5039.23|5069.87|4996.22|5043.97
03-03 23:30|5042.68|5096.92|5037.31|5095.64
03-04 00:00|5095.35|5125.96|5090.50|5112.90
03-04 00:30|5113.40|5134.56|5097.85|5106.60
03-04 01:00|5106.85|5109.88|5080.70|5083.33
03-04 01:30|5083.26|5085.87|5065.26|5079.31
03-04 02:00|5079.31|5117.07|5079.17|5112.32
03-04 02:30|5111.33|5138.10|5107.00|5136.05
03-04 03:00|5135.95|5148.81|5101.94|5106.30
03-04 03:30|5106.70|5128.48|5099.22|5113.34
03-04 04:00|5114.11|5130.23|5111.99|5122.89
03-04 04:30|5123.11|5126.50|5085.59|5097.17
03-04 05:00|5095.56|5110.47|5089.22|5089.26
03-04 05:30|5089.33|5096.42|5083.15|5088.16
03-04 07:00|5109.80|5128.13|5084.03|5126.08
03-04 07:30|5126.15|5129.91|5116.97|5125.13
03-04 08:00|5125.12|5129.03|5105.78|5125.06
03-04 08:30|5125.09|5140.42|5122.33|5138.76
03-04 09:00|5138.53|5164.65|5138.53|5146.80
03-04 09:30|5145.91|5178.69|5142.33|5175.11
03-04 10:00|5175.12|5190.71|5167.96|5177.91
03-04 10:30|5177.86|5180.94|5153.94|5156.08
03-04 11:00|5156.07|5168.12|5141.39|5162.24
03-04 11:30|5163.18|5177.51|5153.79|5174.40
03-04 12:00|5174.37|5180.87|5162.64|5168.40
03-04 12:30|5168.16|5170.69|5152.11|5156.72
03-04 13:00|5156.77|5166.45|5151.94|5156.69
03-04 13:30|5157.15|5168.09|5154.10|5159.80
03-04 14:00|5159.77|5159.77|5120.72|5134.34
03-04 14:30|5134.38|5160.66|5132.46|5160.66
03-04 15:00|5160.58|5175.85|5158.56|5167.71
03-04 15:30|5167.72|5176.02|5163.56|5168.17
03-04 16:00|5169.08|5172.02|5147.66|5162.57
03-04 16:30|5162.94|5182.16|5161.46|5167.65
03-04 17:00|5167.63|5178.30|5159.09|5170.77
03-04 17:30|5170.68|5185.05|5168.89|5182.33
03-04 18:00|5182.36|5202.49|5182.29|5188.13
03-04 18:30|5188.44|5193.81|5179.50|5189.65
03-04 19:00|5189.69|5197.69|5188.02|5195.05
03-04 19:30|5195.10|5200.79|5187.54|5192.22
03-04 20:00|5192.25|5206.10|5174.00|5178.35
03-04 20:30|5178.14|5178.45|5156.43|5170.98
03-04 21:00|5171.13|5196.36|5170.83|5192.18
03-04 21:30|5192.19|5192.97|5167.20|5168.01
03-04 22:00|5167.95|5180.67|5160.27|5165.91
03-04 22:30|5166.10|5185.07|5138.37|5146.75
03-04 23:00|5144.77|5162.71|5131.22|5156.21
03-04 23:30|5156.36|5166.88|5133.74|5151.41
03-05 00:00|5151.51|5162.71|5138.25|5145.89
03-05 00:30|5146.65|5159.13|5142.78|5149.55
03-05 01:00|5149.54|5153.12|5120.44|5133.63
03-05 01:30|5133.71|5147.51|5128.29|5140.85
03-05 02:00|5140.80|5143.46|5111.07|5124.12
03-05 02:30|5124.00|5134.81|5108.80|5133.38
03-05 03:00|5133.72|5136.51|5124.40|5124.68
03-05 03:30|5124.62|5139.67|5123.13|5138.01
03-05 04:00|5137.34|5138.88|5123.47|5137.36
03-05 04:30|5137.50|5146.70|5132.89|5134.80
03-05 05:00|5134.95|5144.05|5133.68|5141.27
03-05 05:30|5141.34|5142.23|5129.47|5141.00
03-05 07:00|5150.07|5156.32|5144.71|5154.38
03-05 07:30|5154.41|5165.99|5148.61|5165.34
03-05 08:00|5165.10|5179.75|5159.30|5173.31
03-05 08:30|5173.59|5177.31|5166.00|5172.33
03-05 09:00|5172.78|5186.24|5169.73|5177.55
03-05 09:30|5177.61|5179.88|5167.16|5172.32
03-05 10:00|5172.34|5188.10|5171.41|5183.94
03-05 10:30|5183.73|5192.45|5174.20|5192.08
03-05 11:00|5192.16|5194.93|5183.78|5184.87
03-05 11:30|5185.13|5191.10|5178.21|5180.02
03-05 12:00|5179.91|5186.69|5174.60|5178.48
03-05 12:30|5178.46|5180.19|5166.22|5171.67
03-05 13:00|5171.74|5176.76|5168.97|5172.15
03-05 13:30|5172.39|5174.27|5148.16|5148.56
03-05 14:00|5148.62|5155.29|5120.76|5142.84
03-05 14:30|5142.84|5168.68|5140.29|5167.48
03-05 15:00|5167.36|5172.73|5159.70|5166.18
03-05 15:30|5166.19|5167.07|5158.82|5162.31
03-05 16:00|5161.73|5162.60|5137.39|5144.37
03-05 16:30|5144.26|5170.08|5143.63|5165.72
03-05 17:00|5165.82|5180.64|5161.32|5169.71
03-05 17:30|5169.15|5169.73|5153.70|5160.92
03-05 18:00|5160.90|5161.02|5146.41|5156.31
03-05 18:30|5155.94|5167.50|5147.60|5164.40
03-05 19:00|5164.43|5168.08|5160.91|5162.94
03-05 19:30|5163.17|5165.18|5156.82|5164.02
03-05 20:00|5164.01|5171.62|5161.85|5162.08
03-05 20:30|5162.04|5167.72|5160.86|5162.30
03-05 21:00|5162.42|5164.08|5083.95|5122.23
03-05 21:30|5121.94|5137.99|5109.58|5117.79
03-05 22:00|5117.54|5129.79|5102.98|5120.37
03-05 22:30|5120.38|5123.88|5090.61|5102.30
03-05 23:00|5101.37|5120.00|5061.75|5086.25
03-05 23:30|5086.57|5103.12|5077.48|5102.36
03-06 00:00|5102.51|5104.57|5060.21|5063.81
03-06 00:30|5064.08|5081.28|5054.05|5077.52
03-06 01:00|5077.75|5089.49|5073.90|5075.11
03-06 01:30|5075.30|5077.13|5055.11|5062.76
03-06 02:00|5062.74|5075.90|5050.68|5071.15
03-06 02:30|5071.14|5085.38|5067.08|5069.47
03-06 03:00|5069.42|5081.28|5062.13|5066.91
